test_id,weight,k,l1,l2,tukey,tukey_lambda,seed,kmeans,accuracy
1053,uniform,4,0.5,2,True,1,400,50,85.67
1054,uniform,4,0.5,2,True,1,200,100,85.60000000000001
1055,uniform,4,0.5,2,True,1,300,100,85.45
1056,uniform,4,0.5,2,True,1,400,100,85.74000000000001
1057,uniform,4,0.5,2.5,True,1,200,10,85.22000000000001
1058,uniform,4,0.5,2.5,True,1,300,10,85.33000000000001
1059,uniform,4,0.5,2.5,True,1,400,10,85.26
1060,uniform,4,0.5,2.5,True,1,200,25,85.39
1061,uniform,4,0.5,2.5,True,1,300,25,85.67
1062,uniform,4,0.5,2.5,True,1,400,25,85.57000000000001
1063,uniform,4,0.5,2.5,True,1,200,50,85.54
1064,uniform,4,0.5,2.5,True,1,300,50,85.78
1065,uniform,4,0.5,2.5,True,1,400,50,85.67
1066,uniform,4,0.5,2.5,True,1,200,100,85.60000000000001
1067,uniform,4,0.5,2.5,True,1,300,100,85.44
1068,uniform,4,0.5,2.5,True,1,400,100,85.74000000000001
1069,uniform,4,0.5,5,True,1,200,10,85.26
1070,uniform,4,0.5,5,True,1,300,10,85.32000000000001
1071,uniform,4,0.5,5,True,1,400,10,85.27
1072,uniform,4,0.5,5,True,1,200,25,85.4
1073,uniform,4,0.5,5,True,1,300,25,85.66
1074,uniform,4,0.5,5,True,1,400,25,85.57000000000001
1075,uniform,4,0.5,5,True,1,200,50,85.53
1076,uniform,4,0.5,5,True,1,300,50,85.78
1077,uniform,4,0.5,5,True,1,400,50,85.67
1078,uniform,4,0.5,5,True,1,200,100,85.60000000000001
1079,uniform,4,0.5,5,True,1,300,100,85.44
1080,uniform,4,0.5,5,True,1,400,100,85.74000000000001
1081,uniform,4,0.5,10,True,1,200,10,85.26
1082,uniform,4,0.5,10,True,1,300,10,85.31
1083,uniform,4,0.5,10,True,1,400,10,85.28
1084,uniform,4,0.5,10,True,1,200,25,85.4
1085,uniform,4,0.5,10,True,1,300,25,85.67
1086,uniform,4,0.5,10,True,1,400,25,85.57000000000001
1087,uniform,4,0.5,10,True,1,200,50,85.52000000000001
1088,uniform,4,0.5,10,True,1,300,50,85.78
1089,uniform,4,0.5,10,True,1,400,50,85.68
1090,uniform,4,0.5,10,True,1,200,100,85.61000000000001
1091,uniform,4,0.5,10,True,1,300,100,85.43
1092,uniform,4,0.5,10,True,1,400,100,85.75
1093,uniform,4,1,0,True,1,200,10,85.84
1094,uniform,4,1,0,True,1,300,10,85.74000000000001
1095,uniform,4,1,0,True,1,400,10,85.75
1096,uniform,4,1,0,True,1,200,25,86.13000000000001
1097,uniform,4,1,0,True,1,300,25,86.24000000000001
1098,uniform,4,1,0,True,1,400,25,86.08
1099,uniform,4,1,0,True,1,200,50,86.14
1100,uniform,4,1,0,True,1,300,50,86.16
1101,uniform,4,1,0,True,1,400,50,86.12
1102,uniform,4,1,0,True,1,200,100,86.03
1103,uniform,4,1,0,True,1,300,100,85.77
1104,uniform,4,1,0,True,1,400,100,86.1
1105,uniform,4,1,0.5,True,1,200,10,85.83000000000001
1106,uniform,4,1,0.5,True,1,300,10,85.74000000000001
1107,uniform,4,1,0.5,True,1,400,10,85.74000000000001
1108,uniform,4,1,0.5,True,1,200,25,86.13000000000001
1109,uniform,4,1,0.5,True,1,300,25,86.22000000000001
1110,uniform,4,1,0.5,True,1,400,25,86.1
1111,uniform,4,1,0.5,True,1,200,50,86.14
1112,uniform,4,1,0.5,True,1,300,50,86.14
1113,uniform,4,1,0.5,True,1,400,50,86.1
1114,uniform,4,1,0.5,True,1,200,100,86.0
1115,uniform,4,1,0.5,True,1,300,100,85.79
1116,uniform,4,1,0.5,True,1,400,100,86.1
1117,uniform,4,1,1,True,1,200,10,85.83000000000001
1118,uniform,4,1,1,True,1,300,10,85.71000000000001
1119,uniform,4,1,1,True,1,400,10,85.71000000000001
1120,uniform,4,1,1,True,1,200,25,86.03
1121,uniform,4,1,1,True,1,300,25,86.17
1122,uniform,4,1,1,True,1,400,25,86.04
1123,uniform,4,1,1,True,1,200,50,86.12
1124,uniform,4,1,1,True,1,300,50,86.16
1125,uniform,4,1,1,True,1,400,50,86.1
1126,uniform,4,1,1,True,1,200,100,85.97
1127,uniform,4,1,1,True,1,300,100,85.77
1128,uniform,4,1,1,True,1,400,100,86.03
1129,uniform,4,1,2,True,1,200,10,85.84
1130,uniform,4,1,2,True,1,300,10,85.72000000000001
1131,uniform,4,1,2,True,1,400,10,85.77
1132,uniform,4,1,2,True,1,200,25,86.13000000000001
1133,uniform,4,1,2,True,1,300,25,86.25
1134,uniform,4,1,2,True,1,400,25,86.1
1135,uniform,4,1,2,True,1,200,50,86.13000000000001
1136,uniform,4,1,2,True,1,300,50,86.15
1137,uniform,4,1,2,True,1,400,50,86.12
1138,uniform,4,1,2,True,1,200,100,86.04
1139,uniform,4,1,2,True,1,300,100,85.77
1140,uniform,4,1,2,True,1,400,100,86.12
1141,uniform,4,1,2.5,True,1,200,10,85.83000000000001
1142,uniform,4,1,2.5,True,1,300,10,85.72000000000001
1143,uniform,4,1,2.5,True,1,400,10,85.76
1144,uniform,4,1,2.5,True,1,200,25,86.14
1145,uniform,4,1,2.5,True,1,300,25,86.25
1146,uniform,4,1,2.5,True,1,400,25,86.09
1147,uniform,4,1,2.5,True,1,200,50,86.14
1148,uniform,4,1,2.5,True,1,300,50,86.15
1149,uniform,4,1,2.5,True,1,400,50,86.12
1150,uniform,4,1,2.5,True,1,200,100,86.02000000000001
1151,uniform,4,1,2.5,True,1,300,100,85.76
1152,uniform,4,1,2.5,True,1,400,100,86.12
1153,uniform,4,1,5,True,1,200,10,85.85000000000001
1154,uniform,4,1,5,True,1,300,10,85.72000000000001
1155,uniform,4,1,5,True,1,400,10,85.76
1156,uniform,4,1,5,True,1,200,25,86.14
1157,uniform,4,1,5,True,1,300,25,86.25
1158,uniform,4,1,5,True,1,400,25,86.09
1159,uniform,4,1,5,True,1,200,50,86.15
1160,uniform,4,1,5,True,1,300,50,86.15
1161,uniform,4,1,5,True,1,400,50,86.11000000000001
1162,uniform,4,1,5,True,1,200,100,86.03
1163,uniform,4,1,5,True,1,300,100,85.76
1164,uniform,4,1,5,True,1,400,100,86.11000000000001
1165,uniform,4,1,10,True,1,200,10,85.88
1166,uniform,4,1,10,True,1,300,10,85.72000000000001
1167,uniform,4,1,10,True,1,400,10,85.75
1168,uniform,4,1,10,True,1,200,25,86.12
1169,uniform,4,1,10,True,1,300,25,86.24000000000001
1170,uniform,4,1,10,True,1,400,25,86.09
1171,uniform,4,1,10,True,1,200,50,86.12
1172,uniform,4,1,10,True,1,300,50,86.15
1173,uniform,4,1,10,True,1,400,50,86.11000000000001
1174,uniform,4,1,10,True,1,200,100,86.03
1175,uniform,4,1,10,True,1,300,100,85.75
1176,uniform,4,1,10,True,1,400,100,86.11000000000001
1177,uniform,4,2,0,True,1,200,10,86.24000000000001
1178,uniform,4,2,0,True,1,300,10,86.35000000000001
1179,uniform,4,2,0,True,1,400,10,86.38
1180,uniform,4,2,0,True,1,200,25,86.6
1181,uniform,4,2,0,True,1,300,25,86.59
1182,uniform,4,2,0,True,1,400,25,86.68
1183,uniform,4,2,0,True,1,200,50,86.66
1184,uniform,4,2,0,True,1,300,50,86.56
1185,uniform,4,2,0,True,1,400,50,86.62
1186,uniform,4,2,0,True,1,200,100,86.68
1187,uniform,4,2,0,True,1,300,100,86.3
1188,uniform,4,2,0,True,1,400,100,86.73
1189,uniform,4,2,0.5,True,1,200,10,86.24000000000001
1190,uniform,4,2,0.5,True,1,300,10,86.35000000000001
1191,uniform,4,2,0.5,True,1,400,10,86.38
1192,uniform,4,2,0.5,True,1,200,25,86.6
1193,uniform,4,2,0.5,True,1,300,25,86.59
1194,uniform,4,2,0.5,True,1,400,25,86.68
1195,uniform,4,2,0.5,True,1,200,50,86.66
1196,uniform,4,2,0.5,True,1,300,50,86.56
1197,uniform,4,2,0.5,True,1,400,50,86.6
1198,uniform,4,2,0.5,True,1,200,100,86.68
1199,uniform,4,2,0.5,True,1,300,100,86.3
1200,uniform,4,2,0.5,True,1,400,100,86.73
1201,uniform,4,2,1,True,1,200,10,86.23
1202,uniform,4,2,1,True,1,300,10,86.35000000000001
1203,uniform,4,2,1,True,1,400,10,86.38
1204,uniform,4,2,1,True,1,200,25,86.6
1205,uniform,4,2,1,True,1,300,25,86.59
1206,uniform,4,2,1,True,1,400,25,86.67
1207,uniform,4,2,1,True,1,200,50,86.66
1208,uniform,4,2,1,True,1,300,50,86.56
1209,uniform,4,2,1,True,1,400,50,86.61000000000001
1210,uniform,4,2,1,True,1,200,100,86.68
1211,uniform,4,2,1,True,1,300,100,86.32000000000001
1212,uniform,4,2,1,True,1,400,100,86.73
1213,uniform,4,2,2,True,1,200,10,86.23
1214,uniform,4,2,2,True,1,300,10,86.35000000000001
1215,uniform,4,2,2,True,1,400,10,86.39
1216,uniform,4,2,2,True,1,200,25,86.6
1217,uniform,4,2,2,True,1,300,25,86.55000000000001
1218,uniform,4,2,2,True,1,400,25,86.63000000000001
1219,uniform,4,2,2,True,1,200,50,86.61000000000001
1220,uniform,4,2,2,True,1,300,50,86.55000000000001
1221,uniform,4,2,2,True,1,400,50,86.59
1222,uniform,4,2,2,True,1,200,100,86.67
1223,uniform,4,2,2,True,1,300,100,86.37
1224,uniform,4,2,2,True,1,400,100,86.65
1225,uniform,4,2,2.5,True,1,200,10,86.28
1226,uniform,4,2,2.5,True,1,300,10,86.37
1227,uniform,4,2,2.5,True,1,400,10,86.4
1228,uniform,4,2,2.5,True,1,200,25,86.61000000000001
1229,uniform,4,2,2.5,True,1,300,25,86.56
1230,uniform,4,2,2.5,True,1,400,25,86.69
1231,uniform,4,2,2.5,True,1,200,50,86.64
1232,uniform,4,2,2.5,True,1,300,50,86.62
1233,uniform,4,2,2.5,True,1,400,50,86.63000000000001
1234,uniform,4,2,2.5,True,1,200,100,86.71000000000001
1235,uniform,4,2,2.5,True,1,300,100,86.32000000000001
1236,uniform,4,2,2.5,True,1,400,100,86.77
1237,uniform,4,2,5,True,1,200,10,86.23
1238,uniform,4,2,5,True,1,300,10,86.37
1239,uniform,4,2,5,True,1,400,10,86.39
1240,uniform,4,2,5,True,1,200,25,86.59
1241,uniform,4,2,5,True,1,300,25,86.59
1242,uniform,4,2,5,True,1,400,25,86.69
1243,uniform,4,2,5,True,1,200,50,86.65
1244,uniform,4,2,5,True,1,300,50,86.58
1245,uniform,4,2,5,True,1,400,50,86.62
1246,uniform,4,2,5,True,1,200,100,86.69
1247,uniform,4,2,5,True,1,300,100,86.32000000000001
1248,uniform,4,2,5,True,1,400,100,86.75
1249,uniform,4,2,10,True,1,200,10,86.23
1250,uniform,4,2,10,True,1,300,10,86.36
1251,uniform,4,2,10,True,1,400,10,86.38
1252,uniform,4,2,10,True,1,200,25,86.59
1253,uniform,4,2,10,True,1,300,25,86.57000000000001
1254,uniform,4,2,10,True,1,400,25,86.67
1255,uniform,4,2,10,True,1,200,50,86.66
1256,uniform,4,2,10,True,1,300,50,86.57000000000001
1257,uniform,4,2,10,True,1,400,50,86.62
1258,uniform,4,2,10,True,1,200,100,86.68
1259,uniform,4,2,10,True,1,300,100,86.32000000000001
1260,uniform,4,2,10,True,1,400,100,86.75
1261,uniform,4,2.5,0,True,1,200,10,86.49
1262,uniform,4,2.5,0,True,1,300,10,86.6
1263,uniform,4,2.5,0,True,1,400,10,86.5
1264,uniform,4,2.5,0,True,1,200,25,86.75
1265,uniform,4,2.5,0,True,1,300,25,86.67
1266,uniform,4,2.5,0,True,1,400,25,86.8
1267,uniform,4,2.5,0,True,1,200,50,86.72000000000001
1268,uniform,4,2.5,0,True,1,300,50,86.67
1269,uniform,4,2.5,0,True,1,400,50,86.65
1270,uniform,4,2.5,0,True,1,200,100,86.81
1271,uniform,4,2.5,0,True,1,300,100,86.48
1272,uniform,4,2.5,0,True,1,400,100,86.85000000000001
1273,uniform,4,2.5,0.5,True,1,200,10,86.49
1274,uniform,4,2.5,0.5,True,1,300,10,86.6
1275,uniform,4,2.5,0.5,True,1,400,10,86.5
1276,uniform,4,2.5,0.5,True,1,200,25,86.75
1277,uniform,4,2.5,0.5,True,1,300,25,86.67
1278,uniform,4,2.5,0.5,True,1,400,25,86.8
1279,uniform,4,2.5,0.5,True,1,200,50,86.72000000000001
1280,uniform,4,2.5,0.5,True,1,300,50,86.68
1281,uniform,4,2.5,0.5,True,1,400,50,86.65
1282,uniform,4,2.5,0.5,True,1,200,100,86.81
1283,uniform,4,2.5,0.5,True,1,300,100,86.48
1284,uniform,4,2.5,0.5,True,1,400,100,86.85000000000001
1285,uniform,4,2.5,1,True,1,200,10,86.49
1286,uniform,4,2.5,1,True,1,300,10,86.6
1287,uniform,4,2.5,1,True,1,400,10,86.5
1288,uniform,4,2.5,1,True,1,200,25,86.75
1289,uniform,4,2.5,1,True,1,300,25,86.67
1290,uniform,4,2.5,1,True,1,400,25,86.8
1291,uniform,4,2.5,1,True,1,200,50,86.72000000000001
1292,uniform,4,2.5,1,True,1,300,50,86.68
1293,uniform,4,2.5,1,True,1,400,50,86.65
1294,uniform,4,2.5,1,True,1,200,100,86.79
1295,uniform,4,2.5,1,True,1,300,100,86.48
1296,uniform,4,2.5,1,True,1,400,100,86.85000000000001
1297,uniform,4,2.5,2,True,1,200,10,86.48
1298,uniform,4,2.5,2,True,1,300,10,86.58
1299,uniform,4,2.5,2,True,1,400,10,86.49
1300,uniform,4,2.5,2,True,1,200,25,86.79
1301,uniform,4,2.5,2,True,1,300,25,86.68
1302,uniform,4,2.5,2,True,1,400,25,86.81
1303,uniform,4,2.5,2,True,1,200,50,86.72000000000001
1304,uniform,4,2.5,2,True,1,300,50,86.68
1305,uniform,4,2.5,2,True,1,400,50,86.61000000000001
1306,uniform,4,2.5,2,True,1,200,100,86.79
1307,uniform,4,2.5,2,True,1,300,100,86.49
1308,uniform,4,2.5,2,True,1,400,100,86.83000000000001
1309,uniform,4,2.5,2.5,True,1,200,10,86.47
1310,uniform,4,2.5,2.5,True,1,300,10,86.54
1311,uniform,4,2.5,2.5,True,1,400,10,86.45
1312,uniform,4,2.5,2.5,True,1,200,25,86.74000000000001
1313,uniform,4,2.5,2.5,True,1,300,25,86.64
1314,uniform,4,2.5,2.5,True,1,400,25,86.81
1315,uniform,4,2.5,2.5,True,1,200,50,86.73
1316,uniform,4,2.5,2.5,True,1,300,50,86.7
1317,uniform,4,2.5,2.5,True,1,400,50,86.62
1318,uniform,4,2.5,2.5,True,1,200,100,86.78
1319,uniform,4,2.5,2.5,True,1,300,100,86.48
1320,uniform,4,2.5,2.5,True,1,400,100,86.87
1321,uniform,4,2.5,5,True,1,200,10,86.51
1322,uniform,4,2.5,5,True,1,300,10,86.59
1323,uniform,4,2.5,5,True,1,400,10,86.51
1324,uniform,4,2.5,5,True,1,200,25,86.76
1325,uniform,4,2.5,5,True,1,300,25,86.65
1326,uniform,4,2.5,5,True,1,400,25,86.81
1327,uniform,4,2.5,5,True,1,200,50,86.72000000000001
1328,uniform,4,2.5,5,True,1,300,50,86.7
1329,uniform,4,2.5,5,True,1,400,50,86.67
1330,uniform,4,2.5,5,True,1,200,100,86.81
1331,uniform,4,2.5,5,True,1,300,100,86.47
1332,uniform,4,2.5,5,True,1,400,100,86.85000000000001
1333,uniform,4,2.5,10,True,1,200,10,86.51
1334,uniform,4,2.5,10,True,1,300,10,86.59
1335,uniform,4,2.5,10,True,1,400,10,86.52000000000001
1336,uniform,4,2.5,10,True,1,200,25,86.75
1337,uniform,4,2.5,10,True,1,300,25,86.66
1338,uniform,4,2.5,10,True,1,400,25,86.81
1339,uniform,4,2.5,10,True,1,200,50,86.73
1340,uniform,4,2.5,10,True,1,300,50,86.69
1341,uniform,4,2.5,10,True,1,400,50,86.66
1342,uniform,4,2.5,10,True,1,200,100,86.81
1343,uniform,4,2.5,10,True,1,300,100,86.46000000000001
1344,uniform,4,2.5,10,True,1,400,100,86.84
1345,uniform,4,5,0,True,1,200,10,86.74000000000001
1346,uniform,4,5,0,True,1,300,10,86.9
1347,uniform,4,5,0,True,1,400,10,86.68
1348,uniform,4,5,0,True,1,200,25,86.93
1349,uniform,4,5,0,True,1,300,25,86.81
1350,uniform,4,5,0,True,1,400,25,86.86
1351,uniform,4,5,0,True,1,200,50,86.87
1352,uniform,4,5,0,True,1,300,50,86.85000000000001
1353,uniform,4,5,0,True,1,400,50,86.88
1354,uniform,4,5,0,True,1,200,100,86.85000000000001
1355,uniform,4,5,0,True,1,300,100,86.42
1356,uniform,4,5,0,True,1,400,100,86.8
1357,uniform,4,5,0.5,True,1,200,10,86.74000000000001
1358,uniform,4,5,0.5,True,1,300,10,86.9
1359,uniform,4,5,0.5,True,1,400,10,86.68
1360,uniform,4,5,0.5,True,1,200,25,86.93
1361,uniform,4,5,0.5,True,1,300,25,86.81
1362,uniform,4,5,0.5,True,1,400,25,86.86
1363,uniform,4,5,0.5,True,1,200,50,86.87
1364,uniform,4,5,0.5,True,1,300,50,86.85000000000001
1365,uniform,4,5,0.5,True,1,400,50,86.88
1366,uniform,4,5,0.5,True,1,200,100,86.85000000000001
1367,uniform,4,5,0.5,True,1,300,100,86.42
1368,uniform,4,5,0.5,True,1,400,100,86.8
1369,uniform,4,5,1,True,1,200,10,86.74000000000001
1370,uniform,4,5,1,True,1,300,10,86.9
1371,uniform,4,5,1,True,1,400,10,86.68
1372,uniform,4,5,1,True,1,200,25,86.93
1373,uniform,4,5,1,True,1,300,25,86.81
1374,uniform,4,5,1,True,1,400,25,86.86
1375,uniform,4,5,1,True,1,200,50,86.87
1376,uniform,4,5,1,True,1,300,50,86.85000000000001
1377,uniform,4,5,1,True,1,400,50,86.88
1378,uniform,4,5,1,True,1,200,100,86.85000000000001
1379,uniform,4,5,1,True,1,300,100,86.42
1380,uniform,4,5,1,True,1,400,100,86.8
1381,uniform,4,5,2,True,1,200,10,86.74000000000001
1382,uniform,4,5,2,True,1,300,10,86.9
1383,uniform,4,5,2,True,1,400,10,86.68
1384,uniform,4,5,2,True,1,200,25,86.93
1385,uniform,4,5,2,True,1,300,25,86.81
1386,uniform,4,5,2,True,1,400,25,86.86
1387,uniform,4,5,2,True,1,200,50,86.87
1388,uniform,4,5,2,True,1,300,50,86.85000000000001
1389,uniform,4,5,2,True,1,400,50,86.88
1390,uniform,4,5,2,True,1,200,100,86.84
1391,uniform,4,5,2,True,1,300,100,86.41000000000001
1392,uniform,4,5,2,True,1,400,100,86.8
1393,uniform,4,5,2.5,True,1,200,10,86.74000000000001
1394,uniform,4,5,2.5,True,1,300,10,86.9
1395,uniform,4,5,2.5,True,1,400,10,86.68
1396,uniform,4,5,2.5,True,1,200,25,86.93
1397,uniform,4,5,2.5,True,1,300,25,86.82000000000001
1398,uniform,4,5,2.5,True,1,400,25,86.86
1399,uniform,4,5,2.5,True,1,200,50,86.87
1400,uniform,4,5,2.5,True,1,300,50,86.86
1401,uniform,4,5,2.5,True,1,400,50,86.88
1402,uniform,4,5,2.5,True,1,200,100,86.84
1403,uniform,4,5,2.5,True,1,300,100,86.41000000000001
1404,uniform,4,5,2.5,True,1,400,100,86.79
1405,uniform,4,5,5,True,1,200,10,86.66
1406,uniform,4,5,5,True,1,300,10,86.86
1407,uniform,4,5,5,True,1,400,10,86.64
1408,uniform,4,5,5,True,1,200,25,86.95
1409,uniform,4,5,5,True,1,300,25,86.79
1410,uniform,4,5,5,True,1,400,25,86.83000000000001
1411,uniform,4,5,5,True,1,200,50,86.86
1412,uniform,4,5,5,True,1,300,50,86.82000000000001
1413,uniform,4,5,5,True,1,400,50,86.89
1414,uniform,4,5,5,True,1,200,100,86.79
1415,uniform,4,5,5,True,1,300,100,86.39
1416,uniform,4,5,5,True,1,400,100,86.79
1417,uniform,4,5,10,True,1,200,10,86.75
1418,uniform,4,5,10,True,1,300,10,86.91000000000001
1419,uniform,4,5,10,True,1,400,10,86.67
1420,uniform,4,5,10,True,1,200,25,86.95
1421,uniform,4,5,10,True,1,300,25,86.83000000000001
1422,uniform,4,5,10,True,1,400,25,86.87
1423,uniform,4,5,10,True,1,200,50,86.89
1424,uniform,4,5,10,True,1,300,50,86.86
1425,uniform,4,5,10,True,1,400,50,86.89
1426,uniform,4,5,10,True,1,200,100,86.85000000000001
1427,uniform,4,5,10,True,1,300,100,86.43
1428,uniform,4,5,10,True,1,400,100,86.82000000000001
1429,uniform,4,10,0,True,1,200,10,86.64
1430,uniform,4,10,0,True,1,300,10,86.9
1431,uniform,4,10,0,True,1,400,10,86.6
1432,uniform,4,10,0,True,1,200,25,86.83000000000001
1433,uniform,4,10,0,True,1,300,25,86.68
1434,uniform,4,10,0,True,1,400,25,86.88
1435,uniform,4,10,0,True,1,200,50,86.7
1436,uniform,4,10,0,True,1,300,50,86.93
1437,uniform,4,10,0,True,1,400,50,86.9
1438,uniform,4,10,0,True,1,200,100,86.72000000000001
1439,uniform,4,10,0,True,1,300,100,86.42
1440,uniform,4,10,0,True,1,400,100,86.76
1441,uniform,4,10,0.5,True,1,200,10,86.64
1442,uniform,4,10,0.5,True,1,300,10,86.9
1443,uniform,4,10,0.5,True,1,400,10,86.6
1444,uniform,4,10,0.5,True,1,200,25,86.83000000000001
1445,uniform,4,10,0.5,True,1,300,25,86.68
1446,uniform,4,10,0.5,True,1,400,25,86.88
1447,uniform,4,10,0.5,True,1,200,50,86.7
1448,uniform,4,10,0.5,True,1,300,50,86.93
1449,uniform,4,10,0.5,True,1,400,50,86.9
1450,uniform,4,10,0.5,True,1,200,100,86.72000000000001
1451,uniform,4,10,0.5,True,1,300,100,86.42
1452,uniform,4,10,0.5,True,1,400,100,86.76
1453,uniform,4,10,1,True,1,200,10,86.64
1454,uniform,4,10,1,True,1,300,10,86.9
1455,uniform,4,10,1,True,1,400,10,86.6
1456,uniform,4,10,1,True,1,200,25,86.83000000000001
1457,uniform,4,10,1,True,1,300,25,86.68
1458,uniform,4,10,1,True,1,400,25,86.88
1459,uniform,4,10,1,True,1,200,50,86.7
1460,uniform,4,10,1,True,1,300,50,86.93
1461,uniform,4,10,1,True,1,400,50,86.9
1462,uniform,4,10,1,True,1,200,100,86.72000000000001
1463,uniform,4,10,1,True,1,300,100,86.42
1464,uniform,4,10,1,True,1,400,100,86.76
1465,uniform,4,10,2,True,1,200,10,86.64
1466,uniform,4,10,2,True,1,300,10,86.9
1467,uniform,4,10,2,True,1,400,10,86.6
1468,uniform,4,10,2,True,1,200,25,86.83000000000001
1469,uniform,4,10,2,True,1,300,25,86.68
1470,uniform,4,10,2,True,1,400,25,86.88
1471,uniform,4,10,2,True,1,200,50,86.7
1472,uniform,4,10,2,True,1,300,50,86.93
1473,uniform,4,10,2,True,1,400,50,86.9
1474,uniform,4,10,2,True,1,200,100,86.72000000000001
1475,uniform,4,10,2,True,1,300,100,86.42
1476,uniform,4,10,2,True,1,400,100,86.76
1477,uniform,4,10,2.5,True,1,200,10,86.64
1478,uniform,4,10,2.5,True,1,300,10,86.9
1479,uniform,4,10,2.5,True,1,400,10,86.6
1480,uniform,4,10,2.5,True,1,200,25,86.83000000000001
1481,uniform,4,10,2.5,True,1,300,25,86.68
1482,uniform,4,10,2.5,True,1,400,25,86.88
1483,uniform,4,10,2.5,True,1,200,50,86.7
1484,uniform,4,10,2.5,True,1,300,50,86.93
1485,uniform,4,10,2.5,True,1,400,50,86.9
1486,uniform,4,10,2.5,True,1,200,100,86.72000000000001
1487,uniform,4,10,2.5,True,1,300,100,86.41000000000001
1488,uniform,4,10,2.5,True,1,400,100,86.76
1489,uniform,4,10,5,True,1,200,10,86.64
1490,uniform,4,10,5,True,1,300,10,86.9
1491,uniform,4,10,5,True,1,400,10,86.6
1492,uniform,4,10,5,True,1,200,25,86.83000000000001
1493,uniform,4,10,5,True,1,300,25,86.66
1494,uniform,4,10,5,True,1,400,25,86.87
1495,uniform,4,10,5,True,1,200,50,86.7
1496,uniform,4,10,5,True,1,300,50,86.93
1497,uniform,4,10,5,True,1,400,50,86.9
1498,uniform,4,10,5,True,1,200,100,86.72000000000001
1499,uniform,4,10,5,True,1,300,100,86.41000000000001
1500,uniform,4,10,5,True,1,400,100,86.75
1501,uniform,4,10,10,True,1,200,10,86.66
1502,uniform,4,10,10,True,1,300,10,86.88
1503,uniform,4,10,10,True,1,400,10,86.56
1504,uniform,4,10,10,True,1,200,25,86.8
1505,uniform,4,10,10,True,1,300,25,86.67
1506,uniform,4,10,10,True,1,400,25,86.85000000000001
1507,uniform,4,10,10,True,1,200,50,86.67
1508,uniform,4,10,10,True,1,300,50,86.92
1509,uniform,4,10,10,True,1,400,50,86.86
1510,uniform,4,10,10,True,1,200,100,86.73
1511,uniform,4,10,10,True,1,300,100,86.42
1512,uniform,4,10,10,True,1,400,100,86.72000000000001
1513,distance,1,0.5,0,True,1,200,10,85.45
1514,distance,1,0.5,0,True,1,300,10,85.59
1515,distance,1,0.5,0,True,1,400,10,85.52000000000001
1516,distance,1,0.5,0,True,1,200,25,85.69
1517,distance,1,0.5,0,True,1,300,25,85.71000000000001
1518,distance,1,0.5,0,True,1,400,25,85.53
1519,distance,1,0.5,0,True,1,200,50,85.59
1520,distance,1,0.5,0,True,1,300,50,85.83000000000001
1521,distance,1,0.5,0,True,1,400,50,85.64
1522,distance,1,0.5,0,True,1,200,100,85.74000000000001
1523,distance,1,0.5,0,True,1,300,100,85.73
1524,distance,1,0.5,0,True,1,400,100,85.96000000000001
1525,distance,1,0.5,0.5,True,1,200,10,85.39
1526,distance,1,0.5,0.5,True,1,300,10,85.44
1527,distance,1,0.5,0.5,True,1,400,10,85.45
1528,distance,1,0.5,0.5,True,1,200,25,85.67
1529,distance,1,0.5,0.5,True,1,300,25,85.69
1530,distance,1,0.5,0.5,True,1,400,25,85.48
1531,distance,1,0.5,0.5,True,1,200,50,85.59
1532,distance,1,0.5,0.5,True,1,300,50,85.76
1533,distance,1,0.5,0.5,True,1,400,50,85.65
1534,distance,1,0.5,0.5,True,1,200,100,85.73
1535,distance,1,0.5,0.5,True,1,300,100,85.58
1536,distance,1,0.5,0.5,True,1,400,100,85.94000000000001
1537,distance,1,0.5,1,True,1,200,10,85.46000000000001
1538,distance,1,0.5,1,True,1,300,10,85.60000000000001
1539,distance,1,0.5,1,True,1,400,10,85.53
1540,distance,1,0.5,1,True,1,200,25,85.68
1541,distance,1,0.5,1,True,1,300,25,85.73
1542,distance,1,0.5,1,True,1,400,25,85.52000000000001
1543,distance,1,0.5,1,True,1,200,50,85.63000000000001
1544,distance,1,0.5,1,True,1,300,50,85.85000000000001
1545,distance,1,0.5,1,True,1,400,50,85.65
1546,distance,1,0.5,1,True,1,200,100,85.72000000000001
1547,distance,1,0.5,1,True,1,300,100,85.73
1548,distance,1,0.5,1,True,1,400,100,85.96000000000001
1549,distance,1,0.5,2,True,1,200,10,85.47
1550,distance,1,0.5,2,True,1,300,10,85.58
1551,distance,1,0.5,2,True,1,400,10,85.53
1552,distance,1,0.5,2,True,1,200,25,85.68
1553,distance,1,0.5,2,True,1,300,25,85.73
1554,distance,1,0.5,2,True,1,400,25,85.53
1555,distance,1,0.5,2,True,1,200,50,85.62
1556,distance,1,0.5,2,True,1,300,50,85.84
1557,distance,1,0.5,2,True,1,400,50,85.65
1558,distance,1,0.5,2,True,1,200,100,85.75
1559,distance,1,0.5,2,True,1,300,100,85.74000000000001
1560,distance,1,0.5,2,True,1,400,100,85.97
1561,distance,1,0.5,2.5,True,1,200,10,85.47
1562,distance,1,0.5,2.5,True,1,300,10,85.59
1563,distance,1,0.5,2.5,True,1,400,10,85.53
1564,distance,1,0.5,2.5,True,1,200,25,85.69
1565,distance,1,0.5,2.5,True,1,300,25,85.72000000000001
1566,distance,1,0.5,2.5,True,1,400,25,85.53
