test_id,weight,k,l1,l2,tukey,tukey_lambda,seed,kmeans,accuracy
525,uniform,3,0.5,0.5,True,1,400,50,85.54
526,uniform,3,0.5,0.5,True,1,200,100,85.47
527,uniform,3,0.5,0.5,True,1,300,100,85.36
528,uniform,3,0.5,0.5,True,1,400,100,85.68
529,uniform,3,0.5,1,True,1,200,10,85.27
530,uniform,3,0.5,1,True,1,300,10,85.04
531,uniform,3,0.5,1,True,1,400,10,85.33000000000001
532,uniform,3,0.5,1,True,1,200,25,85.54
533,uniform,3,0.5,1,True,1,300,25,85.53
534,uniform,3,0.5,1,True,1,400,25,85.57000000000001
535,uniform,3,0.5,1,True,1,200,50,85.47
536,uniform,3,0.5,1,True,1,300,50,85.55
537,uniform,3,0.5,1,True,1,400,50,85.55
538,uniform,3,0.5,1,True,1,200,100,85.56
539,uniform,3,0.5,1,True,1,300,100,85.36
540,uniform,3,0.5,1,True,1,400,100,85.79
541,uniform,3,0.5,2,True,1,200,10,85.25
542,uniform,3,0.5,2,True,1,300,10,85.04
543,uniform,3,0.5,2,True,1,400,10,85.33000000000001
544,uniform,3,0.5,2,True,1,200,25,85.53
545,uniform,3,0.5,2,True,1,300,25,85.53
546,uniform,3,0.5,2,True,1,400,25,85.58
547,uniform,3,0.5,2,True,1,200,50,85.47
548,uniform,3,0.5,2,True,1,300,50,85.52000000000001
549,uniform,3,0.5,2,True,1,400,50,85.55
550,uniform,3,0.5,2,True,1,200,100,85.56
551,uniform,3,0.5,2,True,1,300,100,85.37
552,uniform,3,0.5,2,True,1,400,100,85.79
553,uniform,3,0.5,2.5,True,1,200,10,85.26
554,uniform,3,0.5,2.5,True,1,300,10,85.04
555,uniform,3,0.5,2.5,True,1,400,10,85.31
556,uniform,3,0.5,2.5,True,1,200,25,85.53
557,uniform,3,0.5,2.5,True,1,300,25,85.53
558,uniform,3,0.5,2.5,True,1,400,25,85.58
559,uniform,3,0.5,2.5,True,1,200,50,85.48
560,uniform,3,0.5,2.5,True,1,300,50,85.52000000000001
561,uniform,3,0.5,2.5,True,1,400,50,85.55
562,uniform,3,0.5,2.5,True,1,200,100,85.56
563,uniform,3,0.5,2.5,True,1,300,100,85.36
564,uniform,3,0.5,2.5,True,1,400,100,85.79
565,uniform,3,0.5,5,True,1,200,10,85.25
566,uniform,3,0.5,5,True,1,300,10,85.04
567,uniform,3,0.5,5,True,1,400,10,85.34
568,uniform,3,0.5,5,True,1,200,25,85.53
569,uniform,3,0.5,5,True,1,300,25,85.53
570,uniform,3,0.5,5,True,1,400,25,85.56
571,uniform,3,0.5,5,True,1,200,50,85.49
572,uniform,3,0.5,5,True,1,300,50,85.52000000000001
573,uniform,3,0.5,5,True,1,400,50,85.55
574,uniform,3,0.5,5,True,1,200,100,85.57000000000001
575,uniform,3,0.5,5,True,1,300,100,85.37
576,uniform,3,0.5,5,True,1,400,100,85.79
577,uniform,3,0.5,10,True,1,200,10,85.26
578,uniform,3,0.5,10,True,1,300,10,85.04
579,uniform,3,0.5,10,True,1,400,10,85.31
580,uniform,3,0.5,10,True,1,200,25,85.56
581,uniform,3,0.5,10,True,1,300,25,85.52000000000001
582,uniform,3,0.5,10,True,1,400,25,85.58
583,uniform,3,0.5,10,True,1,200,50,85.48
584,uniform,3,0.5,10,True,1,300,50,85.53
585,uniform,3,0.5,10,True,1,400,50,85.58
586,uniform,3,0.5,10,True,1,200,100,85.58
587,uniform,3,0.5,10,True,1,300,100,85.36
588,uniform,3,0.5,10,True,1,400,100,85.79
589,uniform,3,1,0,True,1,200,10,85.80000000000001
590,uniform,3,1,0,True,1,300,10,85.84
591,uniform,3,1,0,True,1,400,10,85.82000000000001
592,uniform,3,1,0,True,1,200,25,86.05000000000001
593,uniform,3,1,0,True,1,300,25,86.13000000000001
594,uniform,3,1,0,True,1,400,25,85.95
595,uniform,3,1,0,True,1,200,50,86.03
596,uniform,3,1,0,True,1,300,50,86.15
597,uniform,3,1,0,True,1,400,50,86.18
598,uniform,3,1,0,True,1,200,100,86.12
599,uniform,3,1,0,True,1,300,100,85.84
600,uniform,3,1,0,True,1,400,100,86.12
601,uniform,3,1,0.5,True,1,200,10,85.78
602,uniform,3,1,0.5,True,1,300,10,85.83000000000001
603,uniform,3,1,0.5,True,1,400,10,85.82000000000001
604,uniform,3,1,0.5,True,1,200,25,86.04
605,uniform,3,1,0.5,True,1,300,25,86.12
606,uniform,3,1,0.5,True,1,400,25,85.97
607,uniform,3,1,0.5,True,1,200,50,86.03
608,uniform,3,1,0.5,True,1,300,50,86.15
609,uniform,3,1,0.5,True,1,400,50,86.18
610,uniform,3,1,0.5,True,1,200,100,86.12
611,uniform,3,1,0.5,True,1,300,100,85.84
612,uniform,3,1,0.5,True,1,400,100,86.14
613,uniform,3,1,1,True,1,200,10,85.7
614,uniform,3,1,1,True,1,300,10,85.88
615,uniform,3,1,1,True,1,400,10,85.78
616,uniform,3,1,1,True,1,200,25,86.04
617,uniform,3,1,1,True,1,300,25,86.13000000000001
618,uniform,3,1,1,True,1,400,25,85.97
619,uniform,3,1,1,True,1,200,50,86.02000000000001
620,uniform,3,1,1,True,1,300,50,86.11000000000001
621,uniform,3,1,1,True,1,400,50,86.14
622,uniform,3,1,1,True,1,200,100,86.04
623,uniform,3,1,1,True,1,300,100,85.88
624,uniform,3,1,1,True,1,400,100,86.16
625,uniform,3,1,2,True,1,200,10,85.81
626,uniform,3,1,2,True,1,300,10,85.81
627,uniform,3,1,2,True,1,400,10,85.83000000000001
628,uniform,3,1,2,True,1,200,25,86.03
629,uniform,3,1,2,True,1,300,25,86.16
630,uniform,3,1,2,True,1,400,25,85.95
631,uniform,3,1,2,True,1,200,50,86.04
632,uniform,3,1,2,True,1,300,50,86.12
633,uniform,3,1,2,True,1,400,50,86.19
634,uniform,3,1,2,True,1,200,100,86.12
635,uniform,3,1,2,True,1,300,100,85.85000000000001
636,uniform,3,1,2,True,1,400,100,86.15
637,uniform,3,1,2.5,True,1,200,10,85.81
638,uniform,3,1,2.5,True,1,300,10,85.82000000000001
639,uniform,3,1,2.5,True,1,400,10,85.83000000000001
640,uniform,3,1,2.5,True,1,200,25,86.03
641,uniform,3,1,2.5,True,1,300,25,86.16
642,uniform,3,1,2.5,True,1,400,25,85.95
643,uniform,3,1,2.5,True,1,200,50,86.04
644,uniform,3,1,2.5,True,1,300,50,86.12
645,uniform,3,1,2.5,True,1,400,50,86.18
646,uniform,3,1,2.5,True,1,200,100,86.11000000000001
647,uniform,3,1,2.5,True,1,300,100,85.85000000000001
648,uniform,3,1,2.5,True,1,400,100,86.15
649,uniform,3,1,5,True,1,200,10,85.81
650,uniform,3,1,5,True,1,300,10,85.84
651,uniform,3,1,5,True,1,400,10,85.83000000000001
652,uniform,3,1,5,True,1,200,25,86.04
653,uniform,3,1,5,True,1,300,25,86.14
654,uniform,3,1,5,True,1,400,25,85.95
655,uniform,3,1,5,True,1,200,50,86.03
656,uniform,3,1,5,True,1,300,50,86.13000000000001
657,uniform,3,1,5,True,1,400,50,86.18
658,uniform,3,1,5,True,1,200,100,86.11000000000001
659,uniform,3,1,5,True,1,300,100,85.85000000000001
660,uniform,3,1,5,True,1,400,100,86.17
661,uniform,3,1,10,True,1,200,10,85.79
662,uniform,3,1,10,True,1,300,10,85.83000000000001
663,uniform,3,1,10,True,1,400,10,85.83000000000001
664,uniform,3,1,10,True,1,200,25,86.05000000000001
665,uniform,3,1,10,True,1,300,25,86.13000000000001
666,uniform,3,1,10,True,1,400,25,85.94000000000001
667,uniform,3,1,10,True,1,200,50,86.06
668,uniform,3,1,10,True,1,300,50,86.11000000000001
669,uniform,3,1,10,True,1,400,50,86.17
670,uniform,3,1,10,True,1,200,100,86.1
671,uniform,3,1,10,True,1,300,100,85.87
672,uniform,3,1,10,True,1,400,100,86.18
673,uniform,3,2,0,True,1,200,10,86.24000000000001
674,uniform,3,2,0,True,1,300,10,86.27
675,uniform,3,2,0,True,1,400,10,86.33000000000001
676,uniform,3,2,0,True,1,200,25,86.56
677,uniform,3,2,0,True,1,300,25,86.5
678,uniform,3,2,0,True,1,400,25,86.63000000000001
679,uniform,3,2,0,True,1,200,50,86.6
680,uniform,3,2,0,True,1,300,50,86.62
681,uniform,3,2,0,True,1,400,50,86.75
682,uniform,3,2,0,True,1,200,100,86.64
683,uniform,3,2,0,True,1,300,100,86.42
684,uniform,3,2,0,True,1,400,100,86.64
685,uniform,3,2,0.5,True,1,200,10,86.24000000000001
686,uniform,3,2,0.5,True,1,300,10,86.27
687,uniform,3,2,0.5,True,1,400,10,86.33000000000001
688,uniform,3,2,0.5,True,1,200,25,86.56
689,uniform,3,2,0.5,True,1,300,25,86.5
690,uniform,3,2,0.5,True,1,400,25,86.62
691,uniform,3,2,0.5,True,1,200,50,86.6
692,uniform,3,2,0.5,True,1,300,50,86.62
693,uniform,3,2,0.5,True,1,400,50,86.75
694,uniform,3,2,0.5,True,1,200,100,86.64
695,uniform,3,2,0.5,True,1,300,100,86.41000000000001
696,uniform,3,2,0.5,True,1,400,100,86.64
697,uniform,3,2,1,True,1,200,10,86.24000000000001
698,uniform,3,2,1,True,1,300,10,86.27
699,uniform,3,2,1,True,1,400,10,86.32000000000001
700,uniform,3,2,1,True,1,200,25,86.56
701,uniform,3,2,1,True,1,300,25,86.5
702,uniform,3,2,1,True,1,400,25,86.62
703,uniform,3,2,1,True,1,200,50,86.59
704,uniform,3,2,1,True,1,300,50,86.61000000000001
705,uniform,3,2,1,True,1,400,50,86.75
706,uniform,3,2,1,True,1,200,100,86.64
707,uniform,3,2,1,True,1,300,100,86.41000000000001
708,uniform,3,2,1,True,1,400,100,86.64
709,uniform,3,2,2,True,1,200,10,86.19
710,uniform,3,2,2,True,1,300,10,86.24000000000001
711,uniform,3,2,2,True,1,400,10,86.29
712,uniform,3,2,2,True,1,200,25,86.49
713,uniform,3,2,2,True,1,300,25,86.5
714,uniform,3,2,2,True,1,400,25,86.67
715,uniform,3,2,2,True,1,200,50,86.55000000000001
716,uniform,3,2,2,True,1,300,50,86.56
717,uniform,3,2,2,True,1,400,50,86.68
718,uniform,3,2,2,True,1,200,100,86.59
719,uniform,3,2,2,True,1,300,100,86.31
720,uniform,3,2,2,True,1,400,100,86.67
721,uniform,3,2,2.5,True,1,200,10,86.26
722,uniform,3,2,2.5,True,1,300,10,86.33000000000001
723,uniform,3,2,2.5,True,1,400,10,86.34
724,uniform,3,2,2.5,True,1,200,25,86.59
725,uniform,3,2,2.5,True,1,300,25,86.52000000000001
726,uniform,3,2,2.5,True,1,400,25,86.62
727,uniform,3,2,2.5,True,1,200,50,86.57000000000001
728,uniform,3,2,2.5,True,1,300,50,86.63000000000001
729,uniform,3,2,2.5,True,1,400,50,86.72000000000001
730,uniform,3,2,2.5,True,1,200,100,86.66
731,uniform,3,2,2.5,True,1,300,100,86.45
732,uniform,3,2,2.5,True,1,400,100,86.65
733,uniform,3,2,5,True,1,200,10,86.24000000000001
734,uniform,3,2,5,True,1,300,10,86.3
735,uniform,3,2,5,True,1,400,10,86.35000000000001
736,uniform,3,2,5,True,1,200,25,86.54
737,uniform,3,2,5,True,1,300,25,86.5
738,uniform,3,2,5,True,1,400,25,86.62
739,uniform,3,2,5,True,1,200,50,86.61000000000001
740,uniform,3,2,5,True,1,300,50,86.63000000000001
741,uniform,3,2,5,True,1,400,50,86.74000000000001
742,uniform,3,2,5,True,1,200,100,86.64
743,uniform,3,2,5,True,1,300,100,86.42
744,uniform,3,2,5,True,1,400,100,86.62
745,uniform,3,2,10,True,1,200,10,86.24000000000001
746,uniform,3,2,10,True,1,300,10,86.3
747,uniform,3,2,10,True,1,400,10,86.34
748,uniform,3,2,10,True,1,200,25,86.53
749,uniform,3,2,10,True,1,300,25,86.51
750,uniform,3,2,10,True,1,400,25,86.62
751,uniform,3,2,10,True,1,200,50,86.61000000000001
752,uniform,3,2,10,True,1,300,50,86.62
753,uniform,3,2,10,True,1,400,50,86.74000000000001
754,uniform,3,2,10,True,1,200,100,86.63000000000001
755,uniform,3,2,10,True,1,300,100,86.41000000000001
756,uniform,3,2,10,True,1,400,100,86.63000000000001
757,uniform,3,2.5,0,True,1,200,10,86.55000000000001
758,uniform,3,2.5,0,True,1,300,10,86.51
759,uniform,3,2.5,0,True,1,400,10,86.37
760,uniform,3,2.5,0,True,1,200,25,86.71000000000001
761,uniform,3,2.5,0,True,1,300,25,86.56
762,uniform,3,2.5,0,True,1,400,25,86.85000000000001
763,uniform,3,2.5,0,True,1,200,50,86.65
764,uniform,3,2.5,0,True,1,300,50,86.65
765,uniform,3,2.5,0,True,1,400,50,86.67
766,uniform,3,2.5,0,True,1,200,100,86.77
767,uniform,3,2.5,0,True,1,300,100,86.39
768,uniform,3,2.5,0,True,1,400,100,86.69
769,uniform,3,2.5,0.5,True,1,200,10,86.55000000000001
770,uniform,3,2.5,0.5,True,1,300,10,86.51
771,uniform,3,2.5,0.5,True,1,400,10,86.37
772,uniform,3,2.5,0.5,True,1,200,25,86.71000000000001
773,uniform,3,2.5,0.5,True,1,300,25,86.56
774,uniform,3,2.5,0.5,True,1,400,25,86.85000000000001
775,uniform,3,2.5,0.5,True,1,200,50,86.65
776,uniform,3,2.5,0.5,True,1,300,50,86.63000000000001
777,uniform,3,2.5,0.5,True,1,400,50,86.67
778,uniform,3,2.5,0.5,True,1,200,100,86.78
779,uniform,3,2.5,0.5,True,1,300,100,86.39
780,uniform,3,2.5,0.5,True,1,400,100,86.69
781,uniform,3,2.5,1,True,1,200,10,86.55000000000001
782,uniform,3,2.5,1,True,1,300,10,86.51
783,uniform,3,2.5,1,True,1,400,10,86.37
784,uniform,3,2.5,1,True,1,200,25,86.72000000000001
785,uniform,3,2.5,1,True,1,300,25,86.56
786,uniform,3,2.5,1,True,1,400,25,86.86
787,uniform,3,2.5,1,True,1,200,50,86.65
788,uniform,3,2.5,1,True,1,300,50,86.63000000000001
789,uniform,3,2.5,1,True,1,400,50,86.67
790,uniform,3,2.5,1,True,1,200,100,86.78
791,uniform,3,2.5,1,True,1,300,100,86.39
792,uniform,3,2.5,1,True,1,400,100,86.69
793,uniform,3,2.5,2,True,1,200,10,86.54
794,uniform,3,2.5,2,True,1,300,10,86.51
795,uniform,3,2.5,2,True,1,400,10,86.37
796,uniform,3,2.5,2,True,1,200,25,86.7
797,uniform,3,2.5,2,True,1,300,25,86.57000000000001
798,uniform,3,2.5,2,True,1,400,25,86.85000000000001
799,uniform,3,2.5,2,True,1,200,50,86.65
800,uniform,3,2.5,2,True,1,300,50,86.61000000000001
801,uniform,3,2.5,2,True,1,400,50,86.69
802,uniform,3,2.5,2,True,1,200,100,86.79
803,uniform,3,2.5,2,True,1,300,100,86.38
804,uniform,3,2.5,2,True,1,400,100,86.68
805,uniform,3,2.5,2.5,True,1,200,10,86.53
806,uniform,3,2.5,2.5,True,1,300,10,86.48
807,uniform,3,2.5,2.5,True,1,400,10,86.34
808,uniform,3,2.5,2.5,True,1,200,25,86.71000000000001
809,uniform,3,2.5,2.5,True,1,300,25,86.55000000000001
810,uniform,3,2.5,2.5,True,1,400,25,86.8
811,uniform,3,2.5,2.5,True,1,200,50,86.68
812,uniform,3,2.5,2.5,True,1,300,50,86.58
813,uniform,3,2.5,2.5,True,1,400,50,86.69
814,uniform,3,2.5,2.5,True,1,200,100,86.74000000000001
815,uniform,3,2.5,2.5,True,1,300,100,86.35000000000001
816,uniform,3,2.5,2.5,True,1,400,100,86.69
817,uniform,3,2.5,5,True,1,200,10,86.55000000000001
818,uniform,3,2.5,5,True,1,300,10,86.52000000000001
819,uniform,3,2.5,5,True,1,400,10,86.38
820,uniform,3,2.5,5,True,1,200,25,86.7
821,uniform,3,2.5,5,True,1,300,25,86.55000000000001
822,uniform,3,2.5,5,True,1,400,25,86.86
823,uniform,3,2.5,5,True,1,200,50,86.64
824,uniform,3,2.5,5,True,1,300,50,86.65
825,uniform,3,2.5,5,True,1,400,50,86.68
826,uniform,3,2.5,5,True,1,200,100,86.77
827,uniform,3,2.5,5,True,1,300,100,86.4
828,uniform,3,2.5,5,True,1,400,100,86.72000000000001
829,uniform,3,2.5,10,True,1,200,10,86.55000000000001
830,uniform,3,2.5,10,True,1,300,10,86.51
831,uniform,3,2.5,10,True,1,400,10,86.37
832,uniform,3,2.5,10,True,1,200,25,86.7
833,uniform,3,2.5,10,True,1,300,25,86.55000000000001
834,uniform,3,2.5,10,True,1,400,25,86.86
835,uniform,3,2.5,10,True,1,200,50,86.66
836,uniform,3,2.5,10,True,1,300,50,86.64
837,uniform,3,2.5,10,True,1,400,50,86.68
838,uniform,3,2.5,10,True,1,200,100,86.77
839,uniform,3,2.5,10,True,1,300,100,86.4
840,uniform,3,2.5,10,True,1,400,100,86.67
841,uniform,3,5,0,True,1,200,10,86.53
842,uniform,3,5,0,True,1,300,10,86.79
843,uniform,3,5,0,True,1,400,10,86.57000000000001
844,uniform,3,5,0,True,1,200,25,86.88
845,uniform,3,5,0,True,1,300,25,86.74000000000001
846,uniform,3,5,0,True,1,400,25,86.86
847,uniform,3,5,0,True,1,200,50,86.75
848,uniform,3,5,0,True,1,300,50,86.51
849,uniform,3,5,0,True,1,400,50,86.77
850,uniform,3,5,0,True,1,200,100,86.76
851,uniform,3,5,0,True,1,300,100,86.32000000000001
852,uniform,3,5,0,True,1,400,100,86.91000000000001
853,uniform,3,5,0.5,True,1,200,10,86.53
854,uniform,3,5,0.5,True,1,300,10,86.79
855,uniform,3,5,0.5,True,1,400,10,86.57000000000001
856,uniform,3,5,0.5,True,1,200,25,86.88
857,uniform,3,5,0.5,True,1,300,25,86.74000000000001
858,uniform,3,5,0.5,True,1,400,25,86.86
859,uniform,3,5,0.5,True,1,200,50,86.75
860,uniform,3,5,0.5,True,1,300,50,86.51
861,uniform,3,5,0.5,True,1,400,50,86.77
862,uniform,3,5,0.5,True,1,200,100,86.76
863,uniform,3,5,0.5,True,1,300,100,86.32000000000001
864,uniform,3,5,0.5,True,1,400,100,86.92
865,uniform,3,5,1,True,1,200,10,86.53
866,uniform,3,5,1,True,1,300,10,86.79
867,uniform,3,5,1,True,1,400,10,86.57000000000001
868,uniform,3,5,1,True,1,200,25,86.88
869,uniform,3,5,1,True,1,300,25,86.74000000000001
870,uniform,3,5,1,True,1,400,25,86.86
871,uniform,3,5,1,True,1,200,50,86.75
872,uniform,3,5,1,True,1,300,50,86.51
873,uniform,3,5,1,True,1,400,50,86.77
874,uniform,3,5,1,True,1,200,100,86.76
875,uniform,3,5,1,True,1,300,100,86.32000000000001
876,uniform,3,5,1,True,1,400,100,86.92
877,uniform,3,5,2,True,1,200,10,86.53
878,uniform,3,5,2,True,1,300,10,86.79
879,uniform,3,5,2,True,1,400,10,86.59
880,uniform,3,5,2,True,1,200,25,86.88
881,uniform,3,5,2,True,1,300,25,86.72000000000001
882,uniform,3,5,2,True,1,400,25,86.86
883,uniform,3,5,2,True,1,200,50,86.75
884,uniform,3,5,2,True,1,300,50,86.51
885,uniform,3,5,2,True,1,400,50,86.78
886,uniform,3,5,2,True,1,200,100,86.76
887,uniform,3,5,2,True,1,300,100,86.32000000000001
888,uniform,3,5,2,True,1,400,100,86.91000000000001
889,uniform,3,5,2.5,True,1,200,10,86.53
890,uniform,3,5,2.5,True,1,300,10,86.79
891,uniform,3,5,2.5,True,1,400,10,86.6
892,uniform,3,5,2.5,True,1,200,25,86.88
893,uniform,3,5,2.5,True,1,300,25,86.72000000000001
894,uniform,3,5,2.5,True,1,400,25,86.86
895,uniform,3,5,2.5,True,1,200,50,86.74000000000001
896,uniform,3,5,2.5,True,1,300,50,86.5
897,uniform,3,5,2.5,True,1,400,50,86.78
898,uniform,3,5,2.5,True,1,200,100,86.76
899,uniform,3,5,2.5,True,1,300,100,86.32000000000001
900,uniform,3,5,2.5,True,1,400,100,86.91000000000001
901,uniform,3,5,5,True,1,200,10,86.48
902,uniform,3,5,5,True,1,300,10,86.76
903,uniform,3,5,5,True,1,400,10,86.6
904,uniform,3,5,5,True,1,200,25,86.93
905,uniform,3,5,5,True,1,300,25,86.75
906,uniform,3,5,5,True,1,400,25,86.82000000000001
907,uniform,3,5,5,True,1,200,50,86.71000000000001
908,uniform,3,5,5,True,1,300,50,86.49
909,uniform,3,5,5,True,1,400,50,86.8
910,uniform,3,5,5,True,1,200,100,86.72000000000001
911,uniform,3,5,5,True,1,300,100,86.3
912,uniform,3,5,5,True,1,400,100,86.87
913,uniform,3,5,10,True,1,200,10,86.5
914,uniform,3,5,10,True,1,300,10,86.79
915,uniform,3,5,10,True,1,400,10,86.58
916,uniform,3,5,10,True,1,200,25,86.89
917,uniform,3,5,10,True,1,300,25,86.75
918,uniform,3,5,10,True,1,400,25,86.86
919,uniform,3,5,10,True,1,200,50,86.76
920,uniform,3,5,10,True,1,300,50,86.52000000000001
921,uniform,3,5,10,True,1,400,50,86.78
922,uniform,3,5,10,True,1,200,100,86.79
923,uniform,3,5,10,True,1,300,100,86.32000000000001
924,uniform,3,5,10,True,1,400,100,86.91000000000001
925,uniform,3,10,0,True,1,200,10,86.53
926,uniform,3,10,0,True,1,300,10,86.66
927,uniform,3,10,0,True,1,400,10,86.53
928,uniform,3,10,0,True,1,200,25,86.7
929,uniform,3,10,0,True,1,300,25,86.8
930,uniform,3,10,0,True,1,400,25,86.64
931,uniform,3,10,0,True,1,200,50,86.57000000000001
932,uniform,3,10,0,True,1,300,50,86.56
933,uniform,3,10,0,True,1,400,50,86.58
934,uniform,3,10,0,True,1,200,100,86.46000000000001
935,uniform,3,10,0,True,1,300,100,86.47
936,uniform,3,10,0,True,1,400,100,86.76
937,uniform,3,10,0.5,True,1,200,10,86.53
938,uniform,3,10,0.5,True,1,300,10,86.66
939,uniform,3,10,0.5,True,1,400,10,86.53
940,uniform,3,10,0.5,True,1,200,25,86.7
941,uniform,3,10,0.5,True,1,300,25,86.8
942,uniform,3,10,0.5,True,1,400,25,86.64
943,uniform,3,10,0.5,True,1,200,50,86.57000000000001
944,uniform,3,10,0.5,True,1,300,50,86.56
945,uniform,3,10,0.5,True,1,400,50,86.58
946,uniform,3,10,0.5,True,1,200,100,86.46000000000001
947,uniform,3,10,0.5,True,1,300,100,86.47
948,uniform,3,10,0.5,True,1,400,100,86.76
949,uniform,3,10,1,True,1,200,10,86.54
950,uniform,3,10,1,True,1,300,10,86.66
951,uniform,3,10,1,True,1,400,10,86.53
952,uniform,3,10,1,True,1,200,25,86.7
953,uniform,3,10,1,True,1,300,25,86.8
954,uniform,3,10,1,True,1,400,25,86.64
955,uniform,3,10,1,True,1,200,50,86.57000000000001
956,uniform,3,10,1,True,1,300,50,86.56
957,uniform,3,10,1,True,1,400,50,86.58
958,uniform,3,10,1,True,1,200,100,86.46000000000001
959,uniform,3,10,1,True,1,300,100,86.47
960,uniform,3,10,1,True,1,400,100,86.76
961,uniform,3,10,2,True,1,200,10,86.53
962,uniform,3,10,2,True,1,300,10,86.66
963,uniform,3,10,2,True,1,400,10,86.53
964,uniform,3,10,2,True,1,200,25,86.69
965,uniform,3,10,2,True,1,300,25,86.8
966,uniform,3,10,2,True,1,400,25,86.64
967,uniform,3,10,2,True,1,200,50,86.57000000000001
968,uniform,3,10,2,True,1,300,50,86.56
969,uniform,3,10,2,True,1,400,50,86.58
970,uniform,3,10,2,True,1,200,100,86.45
971,uniform,3,10,2,True,1,300,100,86.47
972,uniform,3,10,2,True,1,400,100,86.76
973,uniform,3,10,2.5,True,1,200,10,86.53
974,uniform,3,10,2.5,True,1,300,10,86.66
975,uniform,3,10,2.5,True,1,400,10,86.53
976,uniform,3,10,2.5,True,1,200,25,86.69
977,uniform,3,10,2.5,True,1,300,25,86.8
978,uniform,3,10,2.5,True,1,400,25,86.64
979,uniform,3,10,2.5,True,1,200,50,86.57000000000001
980,uniform,3,10,2.5,True,1,300,50,86.56
981,uniform,3,10,2.5,True,1,400,50,86.58
982,uniform,3,10,2.5,True,1,200,100,86.45
983,uniform,3,10,2.5,True,1,300,100,86.47
984,uniform,3,10,2.5,True,1,400,100,86.76
985,uniform,3,10,5,True,1,200,10,86.53
986,uniform,3,10,5,True,1,300,10,86.66
987,uniform,3,10,5,True,1,400,10,86.53
988,uniform,3,10,5,True,1,200,25,86.69
989,uniform,3,10,5,True,1,300,25,86.8
990,uniform,3,10,5,True,1,400,25,86.64
991,uniform,3,10,5,True,1,200,50,86.57000000000001
992,uniform,3,10,5,True,1,300,50,86.56
993,uniform,3,10,5,True,1,400,50,86.58
994,uniform,3,10,5,True,1,200,100,86.45
995,uniform,3,10,5,True,1,300,100,86.46000000000001
996,uniform,3,10,5,True,1,400,100,86.74000000000001
997,uniform,3,10,10,True,1,200,10,86.54
998,uniform,3,10,10,True,1,300,10,86.67
999,uniform,3,10,10,True,1,400,10,86.49
1000,uniform,3,10,10,True,1,200,25,86.69
1001,uniform,3,10,10,True,1,300,25,86.77
1002,uniform,3,10,10,True,1,400,25,86.63000000000001
1003,uniform,3,10,10,True,1,200,50,86.53
1004,uniform,3,10,10,True,1,300,50,86.5
1005,uniform,3,10,10,True,1,400,50,86.59
1006,uniform,3,10,10,True,1,200,100,86.48
1007,uniform,3,10,10,True,1,300,100,86.44000000000001
1008,uniform,3,10,10,True,1,400,100,86.79
1009,uniform,4,0.5,0,True,1,200,10,85.22000000000001
1010,uniform,4,0.5,0,True,1,300,10,85.33000000000001
1011,uniform,4,0.5,0,True,1,400,10,85.27
1012,uniform,4,0.5,0,True,1,200,25,85.39
1013,uniform,4,0.5,0,True,1,300,25,85.66
1014,uniform,4,0.5,0,True,1,400,25,85.57000000000001
1015,uniform,4,0.5,0,True,1,200,50,85.53
1016,uniform,4,0.5,0,True,1,300,50,85.76
1017,uniform,4,0.5,0,True,1,400,50,85.66
1018,uniform,4,0.5,0,True,1,200,100,85.60000000000001
1019,uniform,4,0.5,0,True,1,300,100,85.43
1020,uniform,4,0.5,0,True,1,400,100,85.75
1021,uniform,4,0.5,0.5,True,1,200,10,85.23
1022,uniform,4,0.5,0.5,True,1,300,10,85.28
1023,uniform,4,0.5,0.5,True,1,400,10,85.2
1024,uniform,4,0.5,0.5,True,1,200,25,85.35000000000001
1025,uniform,4,0.5,0.5,True,1,300,25,85.63000000000001
1026,uniform,4,0.5,0.5,True,1,400,25,85.56
1027,uniform,4,0.5,0.5,True,1,200,50,85.52000000000001
1028,uniform,4,0.5,0.5,True,1,300,50,85.73
1029,uniform,4,0.5,0.5,True,1,400,50,85.65
1030,uniform,4,0.5,0.5,True,1,200,100,85.57000000000001
1031,uniform,4,0.5,0.5,True,1,300,100,85.35000000000001
1032,uniform,4,0.5,0.5,True,1,400,100,85.68
1033,uniform,4,0.5,1,True,1,200,10,85.21000000000001
1034,uniform,4,0.5,1,True,1,300,10,85.30000000000001
1035,uniform,4,0.5,1,True,1,400,10,85.26
1036,uniform,4,0.5,1,True,1,200,25,85.4
1037,uniform,4,0.5,1,True,1,300,25,85.67
1038,uniform,4,0.5,1,True,1,400,25,85.58
1039,uniform,4,0.5,1,True,1,200,50,85.55
1040,uniform,4,0.5,1,True,1,300,50,85.78
1041,uniform,4,0.5,1,True,1,400,50,85.66
1042,uniform,4,0.5,1,True,1,200,100,85.61000000000001
1043,uniform,4,0.5,1,True,1,300,100,85.43
1044,uniform,4,0.5,1,True,1,400,100,85.74000000000001
1045,uniform,4,0.5,2,True,1,200,10,85.22000000000001
1046,uniform,4,0.5,2,True,1,300,10,85.32000000000001
1047,uniform,4,0.5,2,True,1,400,10,85.26
1048,uniform,4,0.5,2,True,1,200,25,85.39
1049,uniform,4,0.5,2,True,1,300,25,85.68
1050,uniform,4,0.5,2,True,1,400,25,85.57000000000001
1051,uniform,4,0.5,2,True,1,200,50,85.54
1052,uniform,4,0.5,2,True,1,300,50,85.78
